Metric,Value
lr,0.0003575839244992065
wd,0.21820000000000003
mom,0.9959600000000001
last_layer_lr,0.0
current_batch_size,16.0
total_loss,13.904638965129852
dino_local_crops_loss,9.89143009185791
dino_global_crops_loss,1.2364370346069335
koleo_loss,0.04153752326965332
ibot_loss,2.7352343153953553
memory,10572.817541503906
