Metric,Value
lr,0.0005054950000000001
wd,0.21820000000000003
mom,0.9959600000000001
last_layer_lr,0.0
current_batch_size,32.0
total_loss,13.89620447397232
dino_local_crops_loss,9.879509162902831
dino_global_crops_loss,1.2350256609916688
koleo_loss,0.04259330749511719
ibot_loss,2.7390763425827025
memory,18049.014802246093
