Metric,Value
lr,0.00017903946224960335
wd,0.21820000000000003
mom,0.9959600000000001
last_layer_lr,0.0
current_batch_size,4.0
total_loss,13.914994537830353
dino_local_crops_loss,9.903448867797852
dino_global_crops_loss,1.2380126810073853
koleo_loss,0.03246715545654297
ibot_loss,2.741065833568573
memory,4944.692951660156
