Metric,Value
lr,0.00012674500000000002
wd,0.21820000000000003
mom,0.9959600000000001
last_layer_lr,0.0
current_batch_size,1.0
total_loss,inf
dino_local_crops_loss,9.945167713165283
dino_global_crops_loss,1.2431414651870727
koleo_loss,inf
ibot_loss,2.811079840660095
memory,1242.2325439453125
