Metric,Value
lr,0.00017903946224960335
wd,0.21820000000000003
mom,0.9959600000000001
last_layer_lr,0.0
current_batch_size,4.0
total_loss,13.936089189052582
dino_local_crops_loss,9.903560638427734
dino_global_crops_loss,1.2380107998847962
koleo_loss,0.049017086029052734
ibot_loss,2.7455006647109985
memory,1925.113955078125
