Metric,Value
lr,0.00012674500000000002
wd,0.21820000000000003
mom,0.9959600000000001
last_layer_lr,0.0
current_batch_size,2.0
total_loss,13.922513431310653
dino_local_crops_loss,9.910222215652466
dino_global_crops_loss,1.2391346108913421
koleo_loss,0.025200157165527343
ibot_loss,2.7479564476013185
memory,4420.260209960938
