Metric,Value
lr,0.00021916641445557082
wd,0.21820000000000003
mom,0.9959600000000001
last_layer_lr,0.0
current_batch_size,2.0
total_loss,13.885672554969785
dino_local_crops_loss,9.896455891927081
dino_global_crops_loss,1.237329309781392
koleo_loss,0.011563720703124992
ibot_loss,2.7403236325581877
memory,3848.29052734375
