Metric,Value
lr,0.0005054950000000001
wd,0.21820000000000003
mom,0.9959600000000001
last_layer_lr,0.0
current_batch_size,16.0
total_loss,13.887303134202957
dino_local_crops_loss,9.880652294158935
dino_global_crops_loss,1.2351803839206696
koleo_loss,0.03732163667678833
ibot_loss,2.7341488194465637
memory,9361.364151611328
