Metric,Value
lr,0.0008751806578222833
wd,0.21820000000000003
mom,0.9959600000000001
last_layer_lr,0.0
current_batch_size,32.0
total_loss,13.889501771926877
dino_local_crops_loss,9.852222811381019
dino_global_crops_loss,1.2315321032206221
koleo_loss,0.054070784250895156
ibot_loss,2.751676073074341
memory,7319.569287923177
