Metric,Value
lr,0.00012674500000000002
wd,0.21820000000000003
mom,0.9959600000000001
last_layer_lr,0.0
current_batch_size,2.0
total_loss,13.957026141881943
dino_local_crops_loss,9.918067626953125
dino_global_crops_loss,1.2400733721256256
koleo_loss,0.04248443603515625
ibot_loss,2.756400706768036
memory,1567.2428393554687
