Metric,Value
lr,0.000252995
wd,0.21820000000000003
mom,0.9959600000000001
last_layer_lr,0.0
current_batch_size,4.0
total_loss,13.92841027021408
dino_local_crops_loss,9.895146865844726
dino_global_crops_loss,1.2369642043113709
koleo_loss,0.04667705535888672
ibot_loss,2.7496221446990967
memory,1520.6653588867186
